% Moku:Go Spectrum Analyzer
% Input 1 (on), AC, 30 MHz, 1 MOhm, 10 Vpp
% Input 2 (off), AC, 30 MHz, 1 MOhm, 10 Vpp
% Start freq 9.975 000 MHz, stop freq 10.175 000 MHz, RBW 977.5 Hz (Auto mode), Blackman-Harris window, Video filter off
% Averaging: 16 spectra per frame, 1 frame averages
% Output 1 (off) - 10.000 000 000 000 MHz, 1.000 Vpp
% Output 2 (off) - 20.000 000 000 000 MHz, 1.000 Vpp
% 
% Acquired 2026-05-09 T 12:57:42 +0900
% Frequency (Hz), Input 1 (dBm)
1.011968689272e+07, -9.349825e+01
1.011992531130e+07, -9.304616e+01
1.012016372988e+07, -9.277767e+01
1.012040214846e+07, -9.304628e+01
1.012064056704e+07, -9.385952e+01
1.012087898562e+07, -9.423626e+01
1.012111740420e+07, -9.430881e+01
1.012135582278e+07, -9.397567e+01
1.012159424135e+07, -9.345464e+01
1.012183265993e+07, -9.292166e+01
1.012207107851e+07, -9.277815e+01
1.012230949709e+07, -9.275789e+01
1.012254791567e+07, -9.257719e+01
1.012278633425e+07, -9.265712e+01
1.012302475283e+07, -9.321642e+01
1.012326317141e+07, -9.386017e+01
1.012350158999e+07, -9.445620e+01
1.012374000857e+07, -9.525701e+01
1.012397842715e+07, -9.453066e+01
1.012421684572e+07, -9.325960e+01
1.012445526430e+07, -9.261749e+01
1.012469368288e+07, -9.247889e+01
1.012493210146e+07, -9.243973e+01
1.012517052004e+07, -9.232320e+01
1.012540893862e+07, -9.217019e+01
1.012564735720e+07, -9.234263e+01
1.012588577578e+07, -9.277905e+01
1.012612419436e+07, -9.354413e+01
1.012636261294e+07, -9.443223e+01
1.012660103152e+07, -9.483518e+01
1.012683945009e+07, -9.512348e+01
1.012707786867e+07, -9.509693e+01
1.012731628725e+07, -9.468205e+01
1.012755470583e+07, -9.450663e+01
1.012779312441e+07, -9.473295e+01
1.012803154299e+07, -9.491316e+01
1.012826996157e+07, -9.536696e+01
1.012850838015e+07, -9.483560e+01
1.012874679873e+07, -9.435925e+01
1.012898521731e+07, -9.407134e+01
1.012922363589e+07, -9.402432e+01
1.012946205446e+07, -9.411878e+01
1.012970047304e+07, -9.393102e+01
1.012993889162e+07, -9.390788e+01
1.013017731020e+07, -9.390793e+01
1.013041572878e+07, -9.431094e+01
1.013065414736e+07, -9.486187e+01
1.013089256594e+07, -9.470818e+01
1.013113098452e+07, -9.411913e+01
1.013136940310e+07, -9.372482e+01
1.013160782168e+07, -9.372487e+01
1.013184624026e+07, -9.393146e+01
1.013208465884e+07, -9.463256e+01
1.013232307741e+07, -9.561798e+01
1.013256149599e+07, -9.570304e+01
1.013279991457e+07, -9.468320e+01
1.013303833315e+07, -9.402510e+01
1.013327675173e+07, -9.419104e+01
1.013351517031e+07, -9.483663e+01
1.013375358889e+07, -9.542306e+01
1.013399200747e+07, -9.531350e+01
1.013423042605e+07, -9.468348e+01
1.013446884463e+07, -9.404888e+01
1.013470726321e+07, -9.354592e+01
1.013494568178e+07, -9.334830e+01
1.013518410036e+07, -9.361291e+01
1.013542251894e+07, -9.404906e+01
